host,asn,asname,cc,registry
117.15.91.96,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.235.138.86,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.213.75.36,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
121.57.228.15,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.152.109.161,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.213.75.178,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
211.97.16.40,AS17816,"CHINA169-GZ China Unicom IP network China169 Guangdong province, CN",CN,apnic
60.13.7.221,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.162.226,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.138.158.81,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.158.60.133,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.144.25.223,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
58.249.100.241,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
111.224.235.169,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.128.104.153,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.177.80.172,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.184.167.75,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
113.128.105.228,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
27.224.137.44,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.42.2.186,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.235.138.88,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.177.73.129,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.80.155.10,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.184.165.60,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.162.11,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.167.92.58,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.184.166.244,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
111.224.235.247,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.80.155.246,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
150.255.0.3,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
175.42.0.27,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
211.97.21.203,AS17816,"CHINA169-GZ China Unicom IP network China169 Guangdong province, CN",CN,apnic
123.191.137.21,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
58.249.103.14,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
36.101.199.194,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.234.237.201,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
171.36.129.29,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.179.49,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
114.221.127.195,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
171.120.26.123,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
222.137.30.60,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.155.97,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
27.224.136.160,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
111.224.248.123,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
171.34.179.155,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.144.27.249,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
183.184.28.20,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.36.128.230,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
223.166.75.133,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
1.202.112.36,AS4847,"CNIX-AP China Networks Inter-Exchange, CN",CN,apnic
119.118.0.149,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
222.82.59.123,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.184.164.48,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
36.32.3.152,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.138.158.77,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
111.224.221.139,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
36.32.3.190,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
150.255.87.65,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
150.255.1.60,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
106.45.1.135,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.144.24.166,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
211.97.17.221,AS17816,"CHINA169-GZ China Unicom IP network China169 Guangdong province, CN",CN,apnic
220.200.156.212,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.250.63.185,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.80.155.34,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.145.2.27,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
119.39.46.27,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.177.49,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.138.163.33,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
180.95.238.199,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
180.95.238.41,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
121.57.229.222,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
119.118.14.22,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.157.206,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.177.27,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.176.148,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
222.82.55.186,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.152.30.118,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.158.49.162,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
106.59.214.100,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
106.45.1.254,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.213.75.129,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
175.184.166.31,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
175.42.3.145,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.179.20,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
101.24.122.56,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
121.57.229.238,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.191.158.55,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.160.172.193,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
1.80.146.53,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
112.66.104.151,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
183.184.31.65,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.145.30.122,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
119.39.47.213,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
125.119.11.5,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
58.249.100.37,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
112.112.185.231,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.225.47.231,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.235.138.98,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.138.214.85,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
171.12.10.76,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.242.236.5,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
171.34.177.141,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.12.10.142,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.234.226.211,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
222.82.53.39,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
223.166.75.7,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
60.13.6.222,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.37.207.123,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.177.85.131,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
117.14.146.58,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.80.137.2,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
1.202.113.171,AS4847,"CNIX-AP China Networks Inter-Exchange, CN",CN,apnic
123.157.193.64,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.177.175,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.36.133.56,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
27.224.136.118,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.184.167.226,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.13.12.59,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
121.57.226.99,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.177.80.241,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.58.234.27,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
58.249.101.231,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
220.200.158.33,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.13.12.231,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
222.82.63.27,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.128.105.105,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.184.165.30,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.80.153.19,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
111.224.249.233,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
150.255.4.247,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.138.215.164,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
121.57.224.109,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
171.36.141.41,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.0.23.0,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.117.21.131,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
106.45.1.211,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
116.249.91.74,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.80.155.220,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
119.96.106.181,AS58563,"CHINATELECOM-HUBEI-IDC CHINANET Hubei province network, CN",CN,apnic
58.248.201.216,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
123.158.48.118,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
150.255.0.247,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.34.179.226,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.167.89.155,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
222.82.55.105,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.138.163.1,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
27.211.179.246,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.177.75.1,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.235.138.166,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
60.216.141.68,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.11.60.154,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.36.129.70,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.204.148.184,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
116.252.0.104,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
111.224.235.4,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
183.157.87.172,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.177.73.50,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
183.185.111.201,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
113.128.104.37,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
171.34.177.208,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.250.63.27,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.138.215.49,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.160.236.172,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
175.152.30.221,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.163.114.162,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
171.116.200.71,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.66.98.1,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
121.57.229.224,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
121.57.227.84,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
223.166.74.18,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
27.224.136.125,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.160.232.120,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
111.224.221.206,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
119.39.46.58,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
223.166.74.76,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
113.128.105.149,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.13.12.106,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
113.24.81.45,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.90.49.121,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
119.96.106.209,AS58563,"CHINATELECOM-HUBEI-IDC CHINANET Hubei province network, CN",CN,apnic
150.255.0.161,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.232.246.188,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.13.12.74,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
116.252.2.123,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
111.224.7.42,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
222.82.54.210,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
119.118.9.96,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.80.155.219,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.89.118.2,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.144.24.237,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.165.182,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
61.159.238.25,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.138.215.36,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.101.63.228,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.138.215.57,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
183.184.235.197,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.158.48.28,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
36.32.3.93,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.13.12.184,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
14.204.84.195,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
36.32.3.208,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
183.185.226.235,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
114.221.124.80,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
150.255.4.243,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
175.152.109.59,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
61.159.249.204,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
171.120.157.239,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.80.155.107,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.58.235.92,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
118.81.4.223,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.66.106.97,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.89.118.10,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.235.138.197,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.138.72.198,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
122.96.128.70,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
114.221.125.195,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
112.66.108.235,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
111.224.6.152,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.250.62.45,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.89.90.53,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
111.224.234.184,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
118.81.7.23,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
27.224.136.3,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
171.36.132.134,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
112.117.17.119,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.80.154.121,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
106.45.0.15,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.191.159.137,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.88.112.69,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.213.75.121,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
106.45.1.45,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.177.72.132,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.88.235.38,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.80.155.102,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.200.159.148,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
117.14.114.45,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.13.12.199,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
180.95.238.128,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
150.255.10.118,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.235.138.10,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
171.34.176.248,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
121.57.227.42,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
110.177.79.61,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.160.175.101,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.24.87.143,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.138.162.115,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
106.45.0.183,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.138.215.42,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.184.98.98,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.42.1.160,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.89.119.2,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
182.138.162.205,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.184.166.77,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.11.4.146,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.12.10.146,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.58.224.175,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.158.49.104,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.177.72.220,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
118.81.227.166,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
175.184.164.129,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
115.200.236.238,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.191.137.9,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
58.248.200.72,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
121.57.227.161,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
36.5.183.28,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.42.0.87,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
27.224.136.159,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.213.75.70,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.37.206.154,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.80.152.59,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
60.13.6.200,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.159.103,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
119.39.47.249,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
